"id","parent_attachment_w1","deviant_esteem_w1","parent_stress_w1","parent_monitoring_w1","desire_stress_w1","friend_stress_w1","self_confidence_w1","higher_school_dependence_w1","neg_esteem_w1","academic_stress_w1","parent_attachment_w2","deviant_esteem_w2","parent_stress_w2","parent_monitoring_w2","desire_stress_w2","friend_stress_w2","self_confidence_w2","higher_school_dependence_w2","neg_esteem_w2","academic_stress_w2","parent_attachment_w3","deviant_esteem_w3","parent_stress_w3","parent_monitoring_w3","desire_stress_w3","friend_stress_w3","self_confidence_w3","higher_school_dependence_w3","neg_esteem_w3","academic_stress_w3","parent_attachment_w4","deviant_esteem_w4","parent_stress_w4","parent_monitoring_w4","desire_stress_w4","friend_stress_w4","self_confidence_w4","higher_school_dependence_w4","neg_esteem_w4","academic_stress_w4","parent_attachment_w5","deviant_esteem_w5","parent_stress_w5","parent_monitoring_w5","desire_stress_w5","friend_stress_w5","self_confidence_w5","higher_school_dependence_w5","neg_esteem_w5","academic_stress_w5","parent_attachment_w6","deviant_esteem_w6","parent_stress_w6","parent_monitoring_w6","desire_stress_w6","friend_stress_w6","self_confidence_w6","higher_school_dependence_w6","neg_esteem_w6","academic_stress_w6","q11","wt1","status_category","status_code"
1,-0.32437596075102,-0.670033431458535,-1.28888278830807,0.209858128149834,-1.14796721955243,-0.967903585292116,-0.518173878938742,-1.34937726843931,-1.3505306860567,-1.07957338718409,-0.771738368167256,-0.660896698837585,-1.28732366728335,0.175271268134448,-1.34792798673516,-1.09818772381111,0.986621794152423,-0.0788236028038784,-1.5193669324743,-1.86102457665878,-0.931171989545471,-0.615237282366583,-1.21404619718708,-1.54360952837528,-1.25034755810634,-0.950291865524788,0.367377703879497,-0.373277880992173,-1.37811977151891,-0.900800141305644,-0.579863995053677,0.178369757898497,-0.23878299493976,-0.690847773679025,-0.463609908599794,-0.0413946083955119,0.120733363133058,0.335574718114933,-0.516712701980843,-0.993731954118638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.634932670207742,0.507884903198467,-0.632639885307097,0.585777673177753,0.689085628738999,0.848374025064289,-1.39399547821648,-2.1440817742292,1.06620631826135,1.12803524691853,0.44353355597122,0.712261051867948,0.644021906075909,0.493715476445398,1.79293175593113,1.3199990379504,-1.0001537974965,-1.69331488812042,1.25705748062033,1.44181516828671,1.06964125120126,0.213011226115627,0.159948840941094,1.41264961960224,0.448972520866549,0.211322280190827,-1.95791607662971,0.517478623596099,0.88583506361251,0.230092232990734,0.654360897335308,0.123772368972503,-0.997118972309072,1.32994735109933,0.888937989281985,-0.796893731608148,-0.42611061762992,0.562249906020206,0.709954446039695,-0.495066888144439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0878639303649736,-0.447289072229404,-0.638519562558508,-0.466490642844846,1.70788601631461,-0.552899083148545,-0.758642591028608,0.513516726616699,-0.451104043783399,5.74590249439168,10,233.874767691277,"취업창업가업",2
3,-0.780946525671819,-0.0166742648417533,0.707866867742095,-1.59360874831636,0.0378939986182742,2.42007050137015,-0.78991768486567,-1.59558324733449,1.37393980921271,0.870482436711581,-0.679784352699283,1.10076984607823,0.251807391679085,-0.68095938447668,0.322020224648325,0.747903277924489,-0.424831089741779,-0.240248624918179,0.330978094098322,0.0258417467063911,-0.329156324462487,0.193392877924726,0.223327589218562,-0.365795934592196,-0.418928381298527,-0.0693630004578698,0.378813382937366,0.402616262967453,-0.502427862311115,-0.169733786424338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.643669921130828,-0.64215881705825,0.0242398706521717,0.445340117304536,-1.07247296493136,-0.945005106097217,1.16916638266556,-0.0256387287111811,-0.61014969480551,-0.269704965869818,0.157360422439408,2.03399762429201,0.680733530504613,0.733333959728829,0.770217870684426,0.876772344874125,0.217040351312434,0.678130228384228,1.17286793613621,0.615107056113453,0.335111763634974,-0.576725241489622,0.611432360301742,0.509131741607334,1.30264119812175,1.12662239557793,1.17011899395252,-0.126645568462894,-1.26346511672986,0.280378200471424,0.350449928313632,-0.606357856922118,-0.270401514458214,0.494865611272141,0.748114404887739,-0.00731213933234352,-0.285337879755202,-0.494581540466008,0.244613210132956,0.536680157481851,0.857977085228909,-0.585695825937967,-1.16599689562783,0.530980096801161,-0.664383864098408,-0.779206611650973,0.336344572051949,0.184394867114425,-1.05933172175549,-0.594548320235304,1.09954570470914,-0.454286491955656,-1.05739436385108,1.41486155980147,-1.18487402828904,-0.663529793532996,1.08039607528852,-1.99316219183856,-1.30993273150603,-0.66778500081108,1,233.874767691277,"대학관련",1
5,-0.778622112399772,-0.50261826077496,0.724892973583663,0.45630903427801,1.52568019878889,-0.591845601200554,0.156470600677715,0.798328280463789,-0.315396908932165,0.300092395161963,-0.63570786888301,0.241680098519228,0.888307341334791,0.378919869427066,1.01865089485645,0.081113880749415,0.411837832444201,0.711152298119269,0.0216058205938985,0.850423727065581,-0.0247071185243944,0.214033213778997,0.820068353366875,0.483485597257413,1.02281343499315,0.0108804262689414,0.372919149228219,-0.400443854053549,0.103024164480184,0.778076692370337,-0.267330553211523,0.204659505769196,0.456478380616703,-0.1485734106739,-0.376799554981248,0.699064973563819,-0.24643121457548,-0.605923374614327,0.293128759175382,-0.0854561910691557,0.402318212201485,0.238464468623298,0.365597603158235,0.473559211742009,0.941975744370251,0.123073466810615,0.274061652514817,0.462652891683247,0.437766880848353,1.02828486988087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,-0.261646842708311,0.186978109971672,0.299771427891367,0.52941056698874,0.0392170659796105,-0.875032039442599,0.390161605499156,-0.452578122577159,-0.275127798537757,0.417689248377917,-0.877676110583715,0.26413283719303,1.00200231898946,0.096672617889707,0.749740472383848,-0.0632333113187124,-0.0388798053423952,-0.416932179036539,0.767731936808602,0.485684558319926,-0.898639725479508,0.216265748257366,0.89317119533287,-0.429832329073203,-0.338470427051373,-0.0197437036920886,-0.289900354501674,-1.16854399296325,0.107457535897116,0.644857664818378,0.190071689758373,0.999491441533177,0.124913979157743,0.203252057863229,-0.358049394000274,1.42612117707961,-0.0918470657972142,0.117392745647448,0.709615948380766,-0.115851512358689,-0.634297359142745,0.269530321684643,0.32080278735462,-0.791168553178241,0.252136130640301,0.108524597351905,-0.588171215523663,-1.32600144034638,0.789279990129043,0.150713940788854,-0.610438212008739,0.439894800849023,0.634818700934158,-0.764233483074046,-0.263494817621199,0.197344282703851,0.151893362415652,-0.967050072680411,1.17760274388576,1.05128012344262,1,233.874767691277,"대학관련",1
7,-0.54081752934335,0.252324032168302,-0.431344350455867,-0.378346778011948,0.64051401590774,-0.051730378649202,-0.429234914176071,-2.64300925620701,0.163202731985176,-0.436492686345076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384318587524159,-0.248119725930005,-0.576866429089749,0.523062884751614,0.136151605076499,-0.866961443781412,0.421845685286475,-0.346824872047552,-1.36216263001827,-1.03426962381892,0.451233732159612,-0.513074776793079,-0.519553192348539,0.522063530583175,0.0484821845409939,-0.857341276671159,0.392790147425316,0.0408459774459027,-1.33881982447504,-0.803802675113926,-0.0077805922067443,-0.488608052001665,-0.41786646784952,0.404795397416274,0.835189204492016,0.057039144220255,0.296041803481656,-0.340245814060983,-0.667252546073418,-0.665328897299548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,-1.05025624671623,0.23176069427362,0.551926755297581,-1.12188203046742,-0.284341584386557,-0.074974000399491,0.326340233695494,-0.938494827979551,0.115212861411698,0.310312573266422,-0.550635769824364,-0.300166378254087,-0.4151837412041,1.15715403555718,-0.497530293998086,-0.178086441690019,0.388451948125181,-1.024954974805,-0.593537284313281,-0.228811810381201,-0.271941133869176,-0.305314311717923,-0.207852071283118,0.71044193753217,0.0703080370210257,-0.0875389774434112,0.366400769258878,-1.07196926452345,-0.431116334459515,-0.773569299011816,-0.112874887381576,1.05852298956656,0.391652589000113,-0.140709833719867,0.283293100028908,0.914258774031703,0.29892342135971,-0.604324322278821,0.179172559844414,0.110138257119876,-0.34058963704775,-0.568161139291958,-0.226483677759896,0.374099218091338,-0.601893595170249,-0.767677257843646,0.316151975609337,0.407164911806752,-0.818610673950352,-0.723918758207011,0.282918076160057,-0.43363120607485,-0.128218435939827,0.487127095929083,-0.378264056041078,-0.409381875621614,0.256261351913288,0.493257604393196,-0.228752256669274,-0.866631538234104,1,174.517228588689,"대학관련",1
9,-0.00592742626295306,0.21249117092028,-0.317053639178879,0.0846397582380735,0.262879237849538,0.0716864596710145,0.392175422490447,1.28592300944354,0.163757333001206,-0.206577190346603,0.00165774439805771,0.597023363250472,1.13519515212687,0.0180173989899739,1.75909016253141,0.278293001256336,0.800982294967458,1.47611696950021,1.34056406918849,1.07442538613374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.460767623044987,0.184434362675975,-0.520812782252735,0.643283931954651,-0.309723273652106,-0.758771301105156,0.179612851457338,0.599843996239993,-0.0935134121523136,-0.356847003339795,0.178728397203282,0.644689544486294,0.581908134807595,0.278720270194702,0.271166198997566,-0.0859862224770707,0.264286930591744,1.43651595010883,-0.0659921593043567,0.113170299243896,-0.353764338700005,0.213004545759058,0.715052405544745,-0.372938046105258,0.741710882436185,-0.00139723266998932,0.366608683936603,0.53529977688762,0.0940116415318372,0.473405658492197,-0.00122523874284245,0.928429386563571,0.459552143120125,-0.375263360490406,-0.229606688289343,0.727399104055982,-0.629035189257295,-0.305116654921559,0.402980689547586,-0.0897260037672307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
